trial_id,model_spec,provider,model_skill,hint,effective_skill,logprob_readout,readout_method,task_id,difficulty_rank,manipulation,level,structure_high,token_budget,log2_budget,completion_tokens,log2_tokens,csr,csr_centred,paraphrase,replicate,flow_index,degenerate,breakpoint_steps
openai:frontier-a|T01|high|h0|512|6,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,high,1,512,9.0,42,5.392317422778761,-3.2,-2.9000000000000004,0,6,49.79004045802998,0,0.0
openai:frontier-a|T01|high|h0|512|7,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,high,1,512,9.0,29,4.857980995127572,-3.2,-2.9000000000000004,0,7,58.49157296239275,0,0.7274235309160633
openai:frontier-a|T01|high|h0|2048|0,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,high,1,2048,11.0,35,5.129283016944966,-3.2,-2.9000000000000004,0,0,70.13172581623853,0,1.7205338745306982
openai:frontier-a|T01|high|h0|2048|1,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,high,1,2048,11.0,34,5.087462841250339,-3.2,-2.9000000000000004,3,1,54.13006234907749,0,0.04522745914829718
openai:frontier-a|T01|high|h0|2048|2,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,high,1,2048,11.0,31,4.954196310386875,-3.2,-2.9000000000000004,3,2,52.87577039707192,0,0.0
openai:frontier-a|T01|high|h0|2048|3,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,high,1,2048,11.0,35,5.129283016944966,-3.2,-2.9000000000000004,0,3,48.03708073750339,0,0.0
openai:frontier-a|T01|high|h0|2048|4,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,high,1,2048,11.0,39,5.285402218862249,-3.2,-2.9000000000000004,1,4,44.795997123038774,0,0.0
openai:frontier-a|T01|high|h0|2048|5,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,high,1,2048,11.0,50,5.643856189774724,-3.2,-2.9000000000000004,0,5,49.688410377752895,0,1.3379994538448445
openai:frontier-a|T01|high|h0|2048|6,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,high,1,2048,11.0,47,5.554588851677638,-3.2,-2.9000000000000004,3,6,53.52052192421558,0,1.4130660122151109
openai:frontier-a|T01|high|h0|2048|7,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,high,1,2048,11.0,36,5.169925001442312,-3.2,-2.9000000000000004,1,7,56.068187070764424,0,3.422250999455727
openai:frontier-a|T01|high|h1|128|0,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,128,7.0,30,4.906890595608519,-4.0,-3.7,2,0,20.0,0,0.0
openai:frontier-a|T01|high|h1|128|1,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,128,7.0,46,5.523561956057013,-4.0,-3.7,1,1,20.0,0,0.0
openai:frontier-a|T01|high|h1|128|2,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,128,7.0,56,5.807354922057604,-4.0,-3.7,0,2,20.0,0,0.0
openai:frontier-a|T01|high|h1|128|3,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,128,7.0,52,5.700439718141092,-4.0,-3.7,2,3,,1,0.0
openai:frontier-a|T01|high|h1|128|4,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,128,7.0,47,5.554588851677638,-4.0,-3.7,2,4,29.06931282906072,0,0.0
openai:frontier-a|T01|high|h1|128|5,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,128,7.0,29,4.857980995127572,-4.0,-3.7,1,5,20.0,0,0.0
openai:frontier-a|T01|high|h1|128|6,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,128,7.0,24,4.584962500721156,-4.0,-3.7,0,6,20.0,0,0.0
openai:frontier-a|T01|high|h1|128|7,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,128,7.0,58,5.857980995127572,-4.0,-3.7,2,7,20.0,0,0.0
openai:frontier-a|T01|high|h1|512|0,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,512,9.0,54,5.754887502163468,-4.0,-3.7,3,0,21.623758952383458,0,0.0
openai:frontier-a|T01|high|h1|512|1,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,512,9.0,27,4.754887502163468,-4.0,-3.7,1,1,20.0,0,0.0
openai:frontier-a|T01|high|h1|512|2,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,512,9.0,46,5.523561956057013,-4.0,-3.7,0,2,31.487009568028853,0,0.0
openai:frontier-a|T01|high|h1|512|3,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,512,9.0,51,5.672425341971495,-4.0,-3.7,0,3,27.566129260588863,0,0.0
openai:frontier-a|T01|high|h1|512|4,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,512,9.0,50,5.643856189774724,-4.0,-3.7,3,4,26.208594180446877,0,0.0
openai:frontier-a|T01|high|h1|512|5,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,512,9.0,33,5.044394119358453,-4.0,-3.7,1,5,20.0,0,0.0
openai:frontier-a|T01|high|h1|512|6,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,512,9.0,26,4.700439718141092,-4.0,-3.7,1,6,20.0,0,0.0
openai:frontier-a|T01|high|h1|512|7,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,512,9.0,72,6.169925001442312,-4.0,-3.7,2,7,24.286239070769916,0,0.2728621593994549
openai:frontier-a|T01|high|h1|2048|0,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,2048,11.0,54,5.754887502163468,-4.0,-3.7,0,0,25.558340401459567,0,0.6310366542483091
openai:frontier-a|T01|high|h1|2048|1,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,2048,11.0,33,5.044394119358453,-4.0,-3.7,1,1,25.391956898938183,0,0.0
openai:frontier-a|T01|high|h1|2048|2,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,2048,11.0,31,4.954196310386875,-4.0,-3.7,2,2,32.881637749511825,0,2.441888494114511
openai:frontier-a|T01|high|h1|2048|3,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,2048,11.0,53,5.727920454563199,-4.0,-3.7,3,3,33.478036007323475,0,0.18323563978397595
openai:frontier-a|T01|high|h1|2048|4,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,2048,11.0,37,5.20945336562895,-4.0,-3.7,2,4,29.84102722959597,0,2.1722743484202716
openai:frontier-a|T01|high|h1|2048|5,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,2048,11.0,37,5.20945336562895,-4.0,-3.7,3,5,32.619551995406134,0,0.0
openai:frontier-a|T01|high|h1|2048|6,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,2048,11.0,29,4.857980995127572,-4.0,-3.7,1,6,23.771389108815626,0,0.0
openai:frontier-a|T01|high|h1|2048|7,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,2048,11.0,43,5.426264754702098,-4.0,-3.7,0,7,26.89801959100471,0,1.2651143646793832
openai:frontier-a|T01|low|h0|128|0,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,128,7.0,39,5.285402218862249,-3.2,-2.9000000000000004,2,0,30.157707000852312,0,0.0
openai:frontier-a|T01|low|h0|128|1,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,128,7.0,39,5.285402218862249,-3.2,-2.9000000000000004,0,1,27.770608599171428,0,1.4717686797924816
openai:frontier-a|T01|low|h0|128|2,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,128,7.0,54,5.754887502163468,-3.2,-2.9000000000000004,2,2,31.779070273927765,0,0.0
openai:frontier-a|T01|low|h0|128|3,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,128,7.0,21,4.392317422778761,-3.2,-2.9000000000000004,3,3,,1,0.0
openai:frontier-a|T01|low|h0|128|4,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,128,7.0,66,6.044394119358453,-3.2,-2.9000000000000004,1,4,21.578977999411507,0,0.0
openai:frontier-a|T01|low|h0|128|5,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,128,7.0,40,5.321928094887363,-3.2,-2.9000000000000004,3,5,23.79593702953018,0,0.0
openai:frontier-a|T01|low|h0|128|6,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,128,7.0,73,6.189824558880018,-3.2,-2.9000000000000004,0,6,41.17007317059567,0,0.9181533345456176
openai:frontier-a|T01|low|h0|128|7,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,128,7.0,36,5.169925001442312,-3.2,-2.9000000000000004,0,7,29.178339649999124,0,0.0
openai:frontier-a|T01|low|h0|512|0,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,512,9.0,32,5.0,-3.2,-2.9000000000000004,2,0,22.474489998675583,0,1.2721424410488171
openai:frontier-a|T01|low|h0|512|1,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,512,9.0,22,4.459431618637297,-3.2,-2.9000000000000004,3,1,42.25454530274891,0,0.0
openai:frontier-a|T01|low|h0|512|2,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,512,9.0,52,5.700439718141092,-3.2,-2.9000000000000004,2,2,44.825740267990234,0,0.9953050442726827
openai:frontier-a|T01|low|h0|512|3,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,512,9.0,37,5.20945336562895,-3.2,-2.9000000000000004,3,3,37.08312972210602,0,0.6938110140206128
openai:frontier-a|T01|low|h0|512|4,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,512,9.0,28,4.807354922057604,-3.2,-2.9000000000000004,1,4,47.52584457059712,0,0.0680146653344163
openai:frontier-a|T01|low|h0|512|5,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,512,9.0,36,5.169925001442312,-3.2,-2.9000000000000004,0,5,39.04145099816411,0,0.0
openai:frontier-a|T01|low|h0|512|6,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,512,9.0,41,5.357552004618084,-3.2,-2.9000000000000004,1,6,51.79867596406795,0,0.0
openai:frontier-a|T01|low|h0|512|7,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,512,9.0,36,5.169925001442312,-3.2,-2.9000000000000004,3,7,32.8931982480597,0,0.6671409985391378
openai:frontier-a|T01|low|h0|2048|0,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,2048,11.0,73,6.189824558880018,-3.2,-2.9000000000000004,0,0,55.5789726857265,0,1.2593526452860255
openai:frontier-a|T01|low|h0|2048|1,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,2048,11.0,41,5.357552004618084,-3.2,-2.9000000000000004,1,1,58.835276365146186,0,1.9674188196108617
openai:frontier-a|T01|low|h0|2048|2,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,2048,11.0,54,5.754887502163468,-3.2,-2.9000000000000004,0,2,,1,1.4878871713668207
openai:frontier-a|T01|low|h0|2048|3,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,2048,11.0,29,4.857980995127572,-3.2,-2.9000000000000004,0,3,47.81096185602178,0,0.03338649823672779
openai:frontier-a|T01|low|h0|2048|4,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,2048,11.0,29,4.857980995127572,-3.2,-2.9000000000000004,0,4,51.07877360299876,0,0.0
openai:frontier-a|T01|low|h0|2048|5,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,2048,11.0,21,4.392317422778761,-3.2,-2.9000000000000004,0,5,58.0022794061165,0,1.792460830356324
openai:frontier-a|T01|low|h0|2048|6,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,2048,11.0,33,5.044394119358453,-3.2,-2.9000000000000004,3,6,54.102910461707054,0,0.0
openai:frontier-a|T01|low|h0|2048|7,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,2048,11.0,50,5.643856189774724,-3.2,-2.9000000000000004,3,7,47.1565623431311,0,1.3508808262331684
openai:frontier-a|T01|low|h1|128|0,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,128,7.0,70,6.129283016944966,-4.0,-3.7,3,0,20.0,0,0.0
openai:frontier-a|T01|low|h1|128|1,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,128,7.0,39,5.285402218862249,-4.0,-3.7,3,1,20.0,0,0.0
openai:frontier-a|T01|low|h1|128|2,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,128,7.0,39,5.285402218862249,-4.0,-3.7,1,2,20.0,0,0.0
openai:frontier-a|T01|low|h1|128|3,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,128,7.0,34,5.087462841250339,-4.0,-3.7,1,3,20.0,0,0.0
openai:frontier-a|T01|low|h1|128|4,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,128,7.0,44,5.459431618637297,-4.0,-3.7,1,4,20.0,0,0.0
openai:frontier-a|T01|low|h1|128|5,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,128,7.0,37,5.20945336562895,-4.0,-3.7,3,5,20.0,0,0.0
openai:frontier-a|T01|low|h1|128|6,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,128,7.0,21,4.392317422778761,-4.0,-3.7,3,6,20.0,0,0.0
openai:frontier-a|T01|low|h1|128|7,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,128,7.0,46,5.523561956057013,-4.0,-3.7,3,7,20.0,0,0.0
openai:frontier-a|T01|low|h1|512|0,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,512,9.0,30,4.906890595608519,-4.0,-3.7,3,0,20.0,0,0.0
openai:frontier-a|T01|low|h1|512|1,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,512,9.0,22,4.459431618637297,-4.0,-3.7,3,1,20.0,0,0.0
openai:frontier-a|T01|low|h1|512|2,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,512,9.0,91,6.507794640198696,-4.0,-3.7,0,2,21.278706126741962,0,0.0
openai:frontier-a|T01|low|h1|512|3,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,512,9.0,55,5.78135971352466,-4.0,-3.7,0,3,20.0,0,0.0
openai:frontier-a|T01|low|h1|512|4,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,512,9.0,38,5.247927513443585,-4.0,-3.7,2,4,20.0,0,0.05008260305137191
openai:frontier-a|T01|low|h1|512|5,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,512,9.0,51,5.672425341971495,-4.0,-3.7,3,5,20.0,0,0.05198949488326421
openai:frontier-a|T01|low|h1|512|6,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,512,9.0,44,5.459431618637297,-4.0,-3.7,2,6,20.0,0,0.0
openai:frontier-a|T01|low|h1|512|7,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,512,9.0,38,5.247927513443585,-4.0,-3.7,1,7,20.0,0,0.6064224441660588
openai:frontier-a|T01|low|h1|2048|0,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,2048,11.0,54,5.754887502163468,-4.0,-3.7,0,0,27.04603063283641,0,0.0
openai:frontier-a|T01|low|h1|2048|1,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,2048,11.0,77,6.266786540694901,-4.0,-3.7,2,1,20.0,0,0.0
openai:frontier-a|T01|low|h1|2048|2,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,2048,11.0,42,5.392317422778761,-4.0,-3.7,2,2,30.10362490524203,0,0.0
openai:frontier-a|T01|low|h1|2048|3,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,2048,11.0,37,5.20945336562895,-4.0,-3.7,2,3,32.23405135628856,0,0.0
openai:frontier-a|T01|low|h1|2048|4,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,2048,11.0,18,4.169925001442312,-4.0,-3.7,1,4,20.0,0,0.0
openai:frontier-a|T01|low|h1|2048|5,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,2048,11.0,58,5.857980995127572,-4.0,-3.7,2,5,28.92965437358832,0,0.0
openai:frontier-a|T01|low|h1|2048|6,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,2048,11.0,37,5.20945336562895,-4.0,-3.7,2,6,25.54160716036145,0,0.0
openai:frontier-a|T01|low|h1|2048|7,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,2048,11.0,32,5.0,-4.0,-3.7,1,7,20.0,0,0.0
openai:frontier-a|T02|high|h0|128|0,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,128,7.0,99,6.6293566200796095,-2.2,-1.9000000000000001,3,0,73.97764674358127,0,0.1659810678212712
openai:frontier-a|T02|high|h0|128|1,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,128,7.0,101,6.658211482751795,-2.2,-1.9000000000000001,2,1,74.6085391419328,0,0.0
openai:frontier-a|T02|high|h0|128|2,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,128,7.0,49,5.614709844115208,-2.2,-1.9000000000000001,3,2,69.25201630421668,0,2.136272586198585
openai:frontier-a|T02|high|h0|128|3,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,128,7.0,66,6.044394119358453,-2.2,-1.9000000000000001,2,3,77.55462723045488,0,1.4765097455951197
openai:frontier-a|T02|high|h0|128|4,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,128,7.0,59,5.882643049361842,-2.2,-1.9000000000000001,3,4,85.54230992081642,0,1.6034977477770325
openai:frontier-a|T02|high|h0|128|5,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,128,7.0,94,6.554588851677638,-2.2,-1.9000000000000001,0,5,78.61395263662756,0,1.3057117140026555
openai:frontier-a|T02|high|h0|128|6,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,128,7.0,108,6.754887502163468,-2.2,-1.9000000000000001,0,6,81.17409368859707,0,1.889827817035613
openai:frontier-a|T02|high|h0|128|7,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,128,7.0,40,5.321928094887363,-2.2,-1.9000000000000001,0,7,73.71893104233548,0,1.776730866471067
openai:frontier-a|T02|high|h0|512|0,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,512,9.0,51,5.672425341971495,-2.2,-1.9000000000000001,2,0,78.29788522787918,0,2.9726320417258356
openai:frontier-a|T02|high|h0|512|1,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,512,9.0,121,6.918863237274595,-2.2,-1.9000000000000001,3,1,76.90474441224285,0,3.2344970663316905
openai:frontier-a|T02|high|h0|512|2,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,512,9.0,58,5.857980995127572,-2.2,-1.9000000000000001,1,2,80.91427868249431,0,3.015920450161204
openai:frontier-a|T02|high|h0|512|3,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,512,9.0,84,6.392317422778761,-2.2,-1.9000000000000001,2,3,73.5640079627085,0,3.8703474678957086
openai:frontier-a|T02|high|h0|512|4,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,512,9.0,129,7.011227255423254,-2.2,-1.9000000000000001,3,4,73.85719750625609,0,2.080690806151825
openai:frontier-a|T02|high|h0|512|5,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,512,9.0,91,6.507794640198696,-2.2,-1.9000000000000001,0,5,72.49614932572511,0,2.969563312875531
openai:frontier-a|T02|high|h0|512|6,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,512,9.0,79,6.303780748177103,-2.2,-1.9000000000000001,0,6,,1,3.0991246964931154
openai:frontier-a|T02|high|h0|512|7,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,512,9.0,47,5.554588851677638,-2.2,-1.9000000000000001,2,7,76.35887211501795,0,3.006091630032879
openai:frontier-a|T02|high|h0|2048|0,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,2048,11.0,119,6.894817763307944,-2.2,-1.9000000000000001,3,0,,1,3.068218985500627
openai:frontier-a|T02|high|h0|2048|1,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,2048,11.0,170,7.409390936137702,-2.2,-1.9000000000000001,2,1,80.1055799422355,0,3.5374018361399115
openai:frontier-a|T02|high|h0|2048|2,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,2048,11.0,123,6.94251450533924,-2.2,-1.9000000000000001,1,2,89.43152847555373,0,1.3314289369063583
openai:frontier-a|T02|high|h0|2048|3,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,2048,11.0,65,6.022367813028454,-2.2,-1.9000000000000001,2,3,83.38467328295866,0,1.338274143994676
openai:frontier-a|T02|high|h0|2048|4,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,2048,11.0,78,6.285402218862249,-2.2,-1.9000000000000001,2,4,81.1300895103664,0,2.8845096254016873
openai:frontier-a|T02|high|h0|2048|5,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,2048,11.0,41,5.357552004618084,-2.2,-1.9000000000000001,1,5,91.83646558249663,0,1.3065770670743433
openai:frontier-a|T02|high|h0|2048|6,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,2048,11.0,113,6.820178962415188,-2.2,-1.9000000000000001,2,6,84.5162595846613,0,2.5197968062433693
openai:frontier-a|T02|high|h0|2048|7,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,2048,11.0,113,6.820178962415188,-2.2,-1.9000000000000001,0,7,83.04906512318131,0,3.152837968175852
openai:frontier-a|T02|high|h1|128|0,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T02,1,feedback,high,1,128,7.0,54,5.754887502163468,-3.0,-2.7,3,0,38.56514716924384,0,1.44856144484979
