trial_id,model_spec,provider,model_skill,hint,effective_skill,logprob_readout,readout_method,task_id,difficulty_rank,manipulation,level,structure_high,token_budget,log2_budget,completion_tokens,log2_tokens,csr,csr_centred,paraphrase,replicate,flow_index,degenerate,breakpoint_steps
openai:frontier-a|T01|high|h0|512|5,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,high,1,512,9.0,55,5.78135971352466,-3.2,-2.9000000000000004,3,5,68.4160637013539,0,1.6823335148069112
openai:frontier-a|T01|high|h0|512|6,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,high,1,512,9.0,42,5.392317422778761,-3.2,-2.9000000000000004,0,6,83.94950175835613,0,0.2786378623990847
openai:frontier-a|T01|high|h0|512|7,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,high,1,512,9.0,29,4.857980995127572,-3.2,-2.9000000000000004,0,7,92.65103426271891,0,1.4832273070259272
openai:frontier-a|T01|high|h0|2048|0,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,high,1,2048,11.0,35,5.129283016944966,-3.2,-2.9000000000000004,0,0,97.89118711656468,0,1.9824473949606227
openai:frontier-a|T01|high|h0|2048|1,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,high,1,2048,11.0,34,5.087462841250339,-3.2,-2.9000000000000004,3,1,81.88952364940364,0,0.4731830296839795
openai:frontier-a|T01|high|h0|2048|2,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,high,1,2048,11.0,31,4.954196310386875,-3.2,-2.9000000000000004,3,2,80.63523169739808,0,0.0
openai:frontier-a|T01|high|h0|2048|3,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,high,1,2048,11.0,35,5.129283016944966,-3.2,-2.9000000000000004,0,3,75.79654203782952,0,0.0
openai:frontier-a|T01|high|h0|2048|4,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,high,1,2048,11.0,39,5.285402218862249,-3.2,-2.9000000000000004,1,4,72.55545842336491,0,0.0
openai:frontier-a|T01|high|h0|2048|5,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,high,1,2048,11.0,50,5.643856189774724,-3.2,-2.9000000000000004,0,5,77.44787167807903,0,1.5602908399668776
openai:frontier-a|T01|high|h0|2048|6,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,high,1,2048,11.0,47,5.554588851677638,-3.2,-2.9000000000000004,3,6,81.27998322454172,0,1.8050528799478909
openai:frontier-a|T01|high|h0|2048|7,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,high,1,2048,11.0,36,5.169925001442312,-3.2,-2.9000000000000004,1,7,83.82764837109055,0,3.8375060501698552
openai:frontier-a|T01|high|h1|128|0,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,128,7.0,30,4.906890595608519,-4.0,-3.7,2,0,81.70390646298404,0,0.0
openai:frontier-a|T01|high|h1|128|1,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,128,7.0,46,5.523561956057013,-4.0,-3.7,1,1,73.18572510943748,0,0.544660175857962
openai:frontier-a|T01|high|h1|128|2,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,128,7.0,56,5.807354922057604,-4.0,-3.7,0,2,73.52954376498407,0,0.0
openai:frontier-a|T01|high|h1|128|3,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,128,7.0,52,5.700439718141092,-4.0,-3.7,2,3,,1,0.9250162411632281
openai:frontier-a|T01|high|h1|128|4,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,128,7.0,47,5.554588851677638,-4.0,-3.7,2,4,94.02724621223545,0,0.7753654251545478
openai:frontier-a|T01|high|h1|128|5,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,128,7.0,29,4.857980995127572,-4.0,-3.7,1,5,73.98301549950567,0,0.0
openai:frontier-a|T01|high|h1|128|6,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,128,7.0,24,4.584962500721156,-4.0,-3.7,0,6,73.25195522780555,0,2.049330285387393
openai:frontier-a|T01|high|h1|128|7,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,128,7.0,58,5.857980995127572,-4.0,-3.7,2,7,74.67902791655256,0,0.0
openai:frontier-a|T01|high|h1|512|0,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,512,9.0,54,5.754887502163468,-4.0,-3.7,3,0,80.1816923355582,0,0.0
openai:frontier-a|T01|high|h1|512|1,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,512,9.0,27,4.754887502163468,-4.0,-3.7,1,1,78.11282017227833,0,1.0020631269857312
openai:frontier-a|T01|high|h1|512|2,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,512,9.0,46,5.523561956057013,-4.0,-3.7,0,2,90.0449429512036,0,1.1378935362683704
openai:frontier-a|T01|high|h1|512|3,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,512,9.0,51,5.672425341971495,-4.0,-3.7,0,3,86.1240626437636,0,0.34604008415453813
openai:frontier-a|T01|high|h1|512|4,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,512,9.0,50,5.643856189774724,-4.0,-3.7,3,4,84.76652756362161,0,0.9663617794942372
openai:frontier-a|T01|high|h1|512|5,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,512,9.0,33,5.044394119358453,-4.0,-3.7,1,5,76.2658858362447,0,0.0
openai:frontier-a|T01|high|h1|512|6,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,512,9.0,26,4.700439718141092,-4.0,-3.7,1,6,76.11107396111916,0,1.5303665037332268
openai:frontier-a|T01|high|h1|512|7,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,512,9.0,72,6.169925001442312,-4.0,-3.7,2,7,82.84417245394465,0,2.4746995995527867
openai:frontier-a|T01|high|h1|2048|0,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,2048,11.0,54,5.754887502163468,-4.0,-3.7,0,0,77.7162737846343,0,2.186694593873081
openai:frontier-a|T01|high|h1|2048|1,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,2048,11.0,33,5.044394119358453,-4.0,-3.7,1,1,77.54989028211291,0,1.3697277332095148
openai:frontier-a|T01|high|h1|2048|2,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,2048,11.0,31,4.954196310386875,-4.0,-3.7,2,2,85.03957113268656,0,4.264337043479112
openai:frontier-a|T01|high|h1|2048|3,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,2048,11.0,53,5.727920454563199,-4.0,-3.7,3,3,85.6359693904982,0,1.9037919386512403
openai:frontier-a|T01|high|h1|2048|4,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,2048,11.0,37,5.20945336562895,-4.0,-3.7,2,4,81.99896061277069,0,3.975068104531233
openai:frontier-a|T01|high|h1|2048|5,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,2048,11.0,37,5.20945336562895,-4.0,-3.7,3,5,84.77748537858085,0,0.15318459986598554
openai:frontier-a|T01|high|h1|2048|6,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,2048,11.0,29,4.857980995127572,-4.0,-3.7,1,6,75.92932249199035,0,0.989297166735014
openai:frontier-a|T01|high|h1|2048|7,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,high,1,2048,11.0,43,5.426264754702098,-4.0,-3.7,0,7,79.05595297417945,0,2.846076255858681
openai:frontier-a|T01|low|h0|128|0,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,128,7.0,39,5.285402218862249,-3.2,-2.9000000000000004,2,0,76.71716830117843,0,0.25471740716430724
openai:frontier-a|T01|low|h0|128|1,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,128,7.0,39,5.285402218862249,-3.2,-2.9000000000000004,0,1,74.33006989949756,0,2.9976610216747748
openai:frontier-a|T01|low|h0|128|2,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,128,7.0,54,5.754887502163468,-3.2,-2.9000000000000004,2,2,78.3385315742539,0,0.8643131649299645
openai:frontier-a|T01|low|h0|128|3,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,128,7.0,21,4.392317422778761,-3.2,-2.9000000000000004,3,3,,1,1.1317486069653397
openai:frontier-a|T01|low|h0|128|4,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,128,7.0,66,6.044394119358453,-3.2,-2.9000000000000004,1,4,68.13843929973763,0,1.1848025994185076
openai:frontier-a|T01|low|h0|128|5,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,128,7.0,40,5.321928094887363,-3.2,-2.9000000000000004,3,5,70.35539832985631,0,1.6801485327095982
openai:frontier-a|T01|low|h0|128|6,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,128,7.0,73,6.189824558880018,-3.2,-2.9000000000000004,0,6,87.7295344709218,0,2.3744051562465427
openai:frontier-a|T01|low|h0|128|7,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,128,7.0,36,5.169925001442312,-3.2,-2.9000000000000004,0,7,75.73780095032525,0,0.0
openai:frontier-a|T01|low|h0|512|0,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,512,9.0,32,5.0,-3.2,-2.9000000000000004,2,0,62.63395129900172,0,2.552148141756535
openai:frontier-a|T01|low|h0|512|1,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,512,9.0,22,4.459431618637297,-3.2,-2.9000000000000004,3,1,82.41400660307507,0,0.07581793588117147
openai:frontier-a|T01|low|h0|512|2,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,512,9.0,52,5.700439718141092,-3.2,-2.9000000000000004,2,2,84.98520156831638,0,2.221376886683536
openai:frontier-a|T01|low|h0|512|3,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,512,9.0,37,5.20945336562895,-3.2,-2.9000000000000004,3,3,77.24259102243218,0,1.9153733141791423
openai:frontier-a|T01|low|h0|512|4,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,512,9.0,28,4.807354922057604,-3.2,-2.9000000000000004,1,4,87.68530587092327,0,1.3141876121611669
openai:frontier-a|T01|low|h0|512|5,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,512,9.0,36,5.169925001442312,-3.2,-2.9000000000000004,0,5,79.20091229849025,0,0.0
openai:frontier-a|T01|low|h0|512|6,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,512,9.0,41,5.357552004618084,-3.2,-2.9000000000000004,1,6,91.95813726439408,0,1.0214606784434075
openai:frontier-a|T01|low|h0|512|7,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,512,9.0,36,5.169925001442312,-3.2,-2.9000000000000004,3,7,73.05265954838585,0,1.8917469827400382
openai:frontier-a|T01|low|h0|2048|0,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,2048,11.0,73,6.189824558880018,-3.2,-2.9000000000000004,0,0,89.33843398605264,0,1.7696044669869513
openai:frontier-a|T01|low|h0|2048|1,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,2048,11.0,41,5.357552004618084,-3.2,-2.9000000000000004,1,1,92.59473766547232,0,2.6982265910804557
openai:frontier-a|T01|low|h0|2048|2,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,2048,11.0,54,5.754887502163468,-3.2,-2.9000000000000004,0,2,,1,2.0316291464349208
openai:frontier-a|T01|low|h0|2048|3,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,2048,11.0,29,4.857980995127572,-3.2,-2.9000000000000004,0,3,81.57042315634791,0,0.6461902743465916
openai:frontier-a|T01|low|h0|2048|4,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,2048,11.0,29,4.857980995127572,-3.2,-2.9000000000000004,0,4,84.83823490332489,0,0.0
openai:frontier-a|T01|low|h0|2048|5,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,2048,11.0,21,4.392317422778761,-3.2,-2.9000000000000004,0,5,91.76174070644265,0,2.4411207015370464
openai:frontier-a|T01|low|h0|2048|6,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,2048,11.0,33,5.044394119358453,-3.2,-2.9000000000000004,3,6,87.86237176203322,0,0.0
openai:frontier-a|T01|low|h0|2048|7,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T01,0,goal_clarity,low,0,2048,11.0,50,5.643856189774724,-3.2,-2.9000000000000004,3,7,80.91602364345722,0,2.0659941089324727
openai:frontier-a|T01|low|h1|128|0,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,128,7.0,70,6.129283016944966,-4.0,-3.7,3,0,76.67429382648268,0,1.1311880116092388
openai:frontier-a|T01|low|h1|128|1,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,128,7.0,39,5.285402218862249,-4.0,-3.7,3,1,79.40568205024454,0,0.0
openai:frontier-a|T01|low|h1|128|2,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,128,7.0,39,5.285402218862249,-4.0,-3.7,1,2,78.84900527283042,0,0.0
openai:frontier-a|T01|low|h1|128|3,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,128,7.0,34,5.087462841250339,-4.0,-3.7,1,3,80.31374782589745,0,1.2641179468240715
openai:frontier-a|T01|low|h1|128|4,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,128,7.0,44,5.459431618637297,-4.0,-3.7,1,4,72.41966140288211,0,0.6690456368696764
openai:frontier-a|T01|low|h1|128|5,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,128,7.0,37,5.20945336562895,-4.0,-3.7,3,5,75.20599715357326,0,1.1089071922969
openai:frontier-a|T01|low|h1|128|6,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,128,7.0,21,4.392317422778761,-4.0,-3.7,3,6,68.91712605788285,0,1.2357608032188871
openai:frontier-a|T01|low|h1|128|7,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,128,7.0,46,5.523561956057013,-4.0,-3.7,3,7,80.27257038917716,0,2.117325857951145
openai:frontier-a|T01|low|h1|512|0,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,512,9.0,30,4.906890595608519,-4.0,-3.7,3,0,78.83131998089398,0,1.1443630010032542
openai:frontier-a|T01|low|h1|512|1,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,512,9.0,22,4.459431618637297,-4.0,-3.7,3,1,79.96352744220954,0,0.4218644124147245
openai:frontier-a|T01|low|h1|512|2,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,512,9.0,91,6.507794640198696,-4.0,-3.7,0,2,85.8366395099167,0,0.8537716823409921
openai:frontier-a|T01|low|h1|512|3,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,512,9.0,55,5.78135971352466,-4.0,-3.7,0,3,69.54921256752164,0,1.3236499018676062
openai:frontier-a|T01|low|h1|512|4,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,512,9.0,38,5.247927513443585,-4.0,-3.7,2,4,82.40649792526132,0,2.6529138497806057
openai:frontier-a|T01|low|h1|512|5,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,512,9.0,51,5.672425341971495,-4.0,-3.7,3,5,80.72371274635374,0,2.5798189174200896
openai:frontier-a|T01|low|h1|512|6,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,512,9.0,44,5.459431618637297,-4.0,-3.7,2,6,71.26790670768813,0,1.2978563149349185
openai:frontier-a|T01|low|h1|512|7,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,512,9.0,38,5.247927513443585,-4.0,-3.7,1,7,74.92058923164409,0,3.160587266012761
openai:frontier-a|T01|low|h1|2048|0,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,2048,11.0,54,5.754887502163468,-4.0,-3.7,0,0,85.20396401601114,0,0.7164579602102625
openai:frontier-a|T01|low|h1|2048|1,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,2048,11.0,77,6.266786540694901,-4.0,-3.7,2,1,73.71600944720367,0,0.0
openai:frontier-a|T01|low|h1|2048|2,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,2048,11.0,42,5.392317422778761,-4.0,-3.7,2,2,88.26155828841677,0,1.8622468474086118
openai:frontier-a|T01|low|h1|2048|3,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,2048,11.0,37,5.20945336562895,-4.0,-3.7,2,3,90.39198473946328,0,0.8260111177793032
openai:frontier-a|T01|low|h1|2048|4,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,2048,11.0,18,4.169925001442312,-4.0,-3.7,1,4,77.60681008578138,0,0.0
openai:frontier-a|T01|low|h1|2048|5,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,2048,11.0,58,5.857980995127572,-4.0,-3.7,2,5,87.08758775676306,0,0.0
openai:frontier-a|T01|low|h1|2048|6,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,2048,11.0,37,5.20945336562895,-4.0,-3.7,2,6,83.69954054353617,0,0.20514317168880802
openai:frontier-a|T01|low|h1|2048|7,openai:frontier-a,openai,3.2,1,4.0,True,logprob,T01,0,goal_clarity,low,0,2048,11.0,32,5.0,-4.0,-3.7,1,7,70.5604214898533,0,1.6439013053337779
openai:frontier-a|T02|high|h0|128|0,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,128,7.0,99,6.6293566200796095,-2.2,-1.9000000000000001,3,0,88.93901794034667,0,0.0
openai:frontier-a|T02|high|h0|128|1,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,128,7.0,101,6.658211482751795,-2.2,-1.9000000000000001,2,1,89.5699103386982,0,0.0
openai:frontier-a|T02|high|h0|128|2,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,128,7.0,49,5.614709844115208,-2.2,-1.9000000000000001,3,2,84.2133875009821,0,1.701145861092307
openai:frontier-a|T02|high|h0|128|3,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,128,7.0,66,6.044394119358453,-2.2,-1.9000000000000001,2,3,92.51599842722028,0,1.0506128226908706
openai:frontier-a|T02|high|h0|128|4,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,128,7.0,59,5.882643049361842,-2.2,-1.9000000000000001,3,4,100.0,0,1.147740165866763
openai:frontier-a|T02|high|h0|128|5,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,128,7.0,94,6.554588851677638,-2.2,-1.9000000000000001,0,5,93.57532383339296,0,0.6353924087367979
openai:frontier-a|T02|high|h0|128|6,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,128,7.0,108,6.754887502163468,-2.2,-1.9000000000000001,0,6,96.13546488536247,0,1.2040855156823467
openai:frontier-a|T02|high|h0|128|7,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,128,7.0,40,5.321928094887363,-2.2,-1.9000000000000001,0,7,88.68030223910088,0,1.2013264394780607
openai:frontier-a|T02|high|h0|512|0,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,512,9.0,51,5.672425341971495,-2.2,-1.9000000000000001,2,0,90.05925642464457,0,2.278376714680382
openai:frontier-a|T02|high|h0|512|1,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,512,9.0,121,6.918863237274595,-2.2,-1.9000000000000001,3,1,88.66611560900824,0,2.4019505299521384
openai:frontier-a|T02|high|h0|512|2,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,512,9.0,58,5.857980995127572,-2.2,-1.9000000000000001,1,2,92.67564987925972,0,2.2587109129402014
openai:frontier-a|T02|high|h0|512|3,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,512,9.0,84,6.392317422778761,-2.2,-1.9000000000000001,2,3,85.3253791594739,0,3.1206604506280957
openai:frontier-a|T02|high|h0|512|4,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,512,9.0,129,7.011227255423254,-2.2,-1.9000000000000001,3,4,85.6185687030215,0,1.241032240374827
openai:frontier-a|T02|high|h0|512|5,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,512,9.0,91,6.507794640198696,-2.2,-1.9000000000000001,0,5,84.25752052249052,0,2.0058471618935525
openai:frontier-a|T02|high|h0|512|6,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,512,9.0,79,6.303780748177103,-2.2,-1.9000000000000001,0,6,,1,2.1511176151967986
openai:frontier-a|T02|high|h0|512|7,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,512,9.0,47,5.554588851677638,-2.2,-1.9000000000000001,2,7,88.12024331178334,0,2.320909712740052
openai:frontier-a|T02|high|h0|2048|0,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,2048,11.0,119,6.894817763307944,-2.2,-1.9000000000000001,3,0,,1,1.940523950616508
openai:frontier-a|T02|high|h0|2048|1,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,2048,11.0,170,7.409390936137702,-2.2,-1.9000000000000001,2,1,88.6669511390009,0,2.41240015834366
openai:frontier-a|T02|high|h0|2048|2,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,2048,11.0,123,6.94251450533924,-2.2,-1.9000000000000001,1,2,97.99289967231913,0,0.19371031939905725
openai:frontier-a|T02|high|h0|2048|3,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,2048,11.0,65,6.022367813028454,-2.2,-1.9000000000000001,2,3,91.94604447972405,0,0.32007324667783676
openai:frontier-a|T02|high|h0|2048|4,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,2048,11.0,78,6.285402218862249,-2.2,-1.9000000000000001,2,4,89.69146070713181,0,1.846055078835646
openai:frontier-a|T02|high|h0|2048|5,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,2048,11.0,41,5.357552004618084,-2.2,-1.9000000000000001,1,5,100.0,0,0.29090056212257187
openai:frontier-a|T02|high|h0|2048|6,openai:frontier-a,openai,3.2,0,3.2,True,logprob,T02,1,feedback,high,1,2048,11.0,113,6.820178962415188,-2.2,-1.9000000000000001,2,6,93.07763078142669,0,1.4401644504237516
